0.000000	0.000000
0.000000	0.100000
0.050000	0.005000
0.050000	0.100000
0.100000	0.005000
0.100000	0.100000
0.150000	0.010000
0.150000	0.100000
0.200000	0.010000
0.200000	0.100000
0.250000	0.015000
0.250000	0.100000
0.300000	0.015000
0.300000	0.100000
0.350000	0.020000
0.350000	0.100000
0.400000	0.020000
0.400000	0.100000
0.450000	0.025000
0.450000	0.100000
0.500000	0.025000
0.500000	0.100000
0.550000	0.030000
0.550000	0.100000
0.600000	0.030000
0.600000	0.100000
0.650000	0.035000
0.650000	0.100000
0.700000	0.035000
0.700000	0.100000
0.750000	0.040000
0.750000	0.100000
0.800000	0.040000
0.800000	0.100000
0.850000	0.045000
0.850000	0.100000
0.900000	0.045000
0.900000	0.100000
0.950000	0.050000
0.950000	0.100000
1.000000	0.050000
1.000000	0.100000
1.050000	0.055000
1.050000	0.100000
1.100000	0.055000
1.100000	0.100000
1.150000	0.060000
1.150000	0.100000
1.200000	0.060000
1.200000	0.100000
1.250000	0.065000
1.250000	0.100000
1.300000	0.065000
1.300000	0.100000
1.350000	0.070000
1.350000	0.100000
1.400000	0.070000
1.400000	0.100000
1.450000	0.075000
1.450000	0.100000
1.500000	0.075000
1.500000	0.100000
1.550000	0.080000
1.550000	0.100000
1.600000	0.080000
1.600000	0.100000
1.650000	0.085000
1.650000	0.100000
1.700000	0.085000
1.700000	0.100000
1.750000	0.090000
1.750000	0.100000
1.800000	0.090000
1.800000	0.100000
1.850000	0.095000
1.850000	0.100000
1.900000	0.095000
1.900000	0.100000
1.950000	0.100000
1.950000	0.100000
2.000000	0.100000
2.000000	0.100000
2.050000	0.105000
2.050000	0.100000
2.100000	0.105000
2.100000	0.100000
2.150000	0.110000
2.150000	0.100000
2.200000	0.110000
2.200000	0.100000
2.250000	0.115000
2.250000	0.100000
2.300000	0.115000
2.300000	0.100000
2.350000	0.120000
2.350000	0.100000
2.400000	0.120000
2.400000	0.100000
2.450000	0.125000
2.450000	0.100000
2.500000	0.125000
2.500000	0.100000
2.550000	0.130000
2.550000	0.100000
2.600000	0.130000
2.600000	0.100000
2.650000	0.135000
2.650000	0.100000
2.700000	0.135000
2.700000	0.100000
2.750000	0.140000
2.750000	0.100000
2.800000	0.140000
2.800000	0.100000
2.850000	0.145000
2.850000	0.100000
2.900000	0.145000
2.900000	0.100000
2.950000	0.150000
2.950000	0.100000
3.000000	0.150000
3.000000	0.100000
3.050000	0.155000
3.050000	0.100000
3.100000	0.155000
3.100000	0.100000
3.150000	0.160000
3.150000	0.100000
3.200000	0.160000
3.200000	0.100000
3.250000	0.165000
3.250000	0.100000
3.300000	0.165000
3.300000	0.100000
3.350000	0.170000
3.350000	0.100000
3.400000	0.170000
3.400000	0.100000
3.450000	0.175000
3.450000	0.100000
3.500000	0.175000
3.500000	0.100000
3.550000	0.180000
3.550000	0.100000
3.600000	0.180000
3.600000	0.100000
3.650000	0.185000
3.650000	0.100000
3.700000	0.185000
3.700000	0.100000
3.750000	0.190000
3.750000	0.100000
3.800000	0.190000
3.800000	0.100000
3.850000	0.195000
3.850000	0.100000
3.900000	0.195000
3.900000	0.100000
3.950000	0.200000
3.950000	0.100000
4.000000	0.200000
4.000000	0.100000
4.050000	0.205000
4.050000	0.100000
4.100000	0.205000
4.100000	0.100000
4.150000	0.210000
4.150000	0.100000
4.200000	0.210000
4.200000	0.100000
4.250000	0.215000
4.250000	0.100000
4.300000	0.215000
4.300000	0.100000
4.350000	0.220000
4.350000	0.100000
4.400000	0.220000
4.400000	0.100000
4.450000	0.225000
4.450000	0.100000
4.500000	0.225000
4.500000	0.100000
4.550000	0.230000
4.550000	0.100000
4.600000	0.230000
4.600000	0.100000
4.650000	0.235000
4.650000	0.100000
4.700000	0.235000
4.700000	0.100000
4.750000	0.240000
4.750000	0.100000
4.800000	0.240000
4.800000	0.100000
4.850000	0.245000
4.850000	0.100000
4.900000	0.245000
4.900000	0.100000
4.950000	0.250000
4.950000	0.100000
5.000000	0.250000
5.000000	0.100000
5.050000	0.255000
5.050000	0.100000
5.100000	0.255000
5.100000	0.100000
5.150000	0.260000
5.150000	0.100000
5.200000	0.260000
5.200000	0.100000
5.250000	0.265000
5.250000	0.100000
5.300000	0.265000
5.300000	0.100000
5.350000	0.270000
5.350000	0.100000
5.400000	0.270000
5.400000	0.100000
5.450000	0.275000
5.450000	0.100000
5.500000	0.275000
5.500000	0.100000
5.550000	0.280000
5.550000	0.100000
5.600000	0.280000
5.600000	0.100000
5.650000	0.285000
5.650000	0.100000
5.700000	0.285000
5.700000	0.100000
5.750000	0.290000
5.750000	0.100000
5.800000	0.290000
5.800000	0.100000
5.850000	0.295000
5.850000	0.100000
5.900000	0.295000
5.900000	0.100000
5.950000	0.300000
5.950000	0.100000
6.000000	0.300000
6.000000	0.100000
6.050000	0.305000
6.050000	0.100000
6.100000	0.305000
6.100000	0.100000
6.150000	0.310000
6.150000	0.100000
6.200000	0.310000
6.200000	0.100000
6.250000	0.315000
6.250000	0.100000
6.300000	0.315000
6.300000	0.100000
6.350000	0.320000
6.350000	0.100000
6.400000	0.320000
6.400000	0.100000
6.450000	0.325000
6.450000	0.100000
6.500000	0.325000
6.500000	0.100000
6.550000	0.330000
6.550000	0.100000
6.600000	0.330000
6.600000	0.100000
6.650000	0.335000
6.650000	0.100000
6.700000	0.335000
6.700000	0.100000
6.750000	0.340000
6.750000	0.100000
6.800000	0.340000
6.800000	0.100000
6.850000	0.345000
6.850000	0.100000
6.900000	0.345000
6.900000	0.100000
6.950000	0.350000
6.950000	0.100000
7.000000	0.350000
7.000000	0.100000
7.050000	0.355000
7.050000	0.100000
7.100000	0.355000
7.100000	0.100000
7.150000	0.360000
7.150000	0.100000
7.200000	0.360000
7.200000	0.100000
7.250000	0.365000
7.250000	0.100000
7.300000	0.365000
7.300000	0.100000
7.350000	0.370000
7.350000	0.100000
7.400000	0.370000
7.400000	0.100000
7.450000	0.375000
7.450000	0.100000
7.500000	0.375000
7.500000	0.100000
7.550000	0.380000
7.550000	0.100000
7.600000	0.380000
7.600000	0.100000
7.650000	0.385000
7.650000	0.100000
7.700000	0.385000
7.700000	0.100000
7.750000	0.390000
7.750000	0.100000
7.800000	0.390000
7.800000	0.100000
7.850000	0.395000
7.850000	0.100000
7.900000	0.395000
7.900000	0.100000
7.950000	0.400000
7.950000	0.100000
8.000000	0.400000
8.000000	0.100000
8.050000	0.405000
8.050000	0.100000
8.100000	0.405000
8.100000	0.100000
8.150000	0.410000
8.150000	0.100000
8.200000	0.410000
8.200000	0.100000
8.250000	0.415000
8.250000	0.100000
8.300000	0.415000
8.300000	0.100000
8.350000	0.420000
8.350000	0.100000
8.400000	0.420000
8.400000	0.100000
8.450000	0.425000
8.450000	0.100000
8.500000	0.425000
8.500000	0.100000
8.550000	0.430000
8.550000	0.100000
8.600000	0.430000
8.600000	0.100000
8.650000	0.435000
8.650000	0.100000
8.700000	0.435000
8.700000	0.100000
8.750000	0.440000
8.750000	0.100000
8.800000	0.440000
8.800000	0.100000
8.850000	0.445000
8.850000	0.100000
8.900000	0.445000
8.900000	0.100000
8.950000	0.450000
8.950000	0.100000
9.000000	0.450000
9.000000	0.100000
9.050000	0.455000
9.050000	0.100000
9.100000	0.455000
9.100000	0.100000
9.150000	0.460000
9.150000	0.100000
9.200000	0.460000
9.200000	0.100000
9.250000	0.465000
9.250000	0.100000
9.300000	0.465000
9.300000	0.100000
9.350000	0.470000
9.350000	0.100000
9.400000	0.470000
9.400000	0.100000
9.450000	0.475000
9.450000	0.100000
9.500000	0.475000
9.500000	0.100000
9.550000	0.480000
